Time,Voltage,Current,Temperature,Gas,Label,dV_dt,dT_dt,Power
984,3.87,337.78,31.08,101,0,-0.02,-0.03,1307.2086
985,3.88,340.64,31.04,101,0,0.01,-0.04,1321.6832
986,3.88,339.79,30.99,102,0,0,-0.05,1318.3852
987,3.87,355.04,30.94,104,0,-0.01,-0.05,1374.0048
988,3.84,361.99,30.92,105,0,-0.03,-0.02,1390.0416
989,3.83,355.98,30.96,105,0,-0.01,0.04,1363.4034
990,3.83,359.17,30.98,103,0,0,0.02,1375.6211
991,3.82,347.71,30.95,105,0,-0.01,-0.03,1328.2522
992,3.82,335.23,30.96,108,0,0,0.01,1280.5786
993,3.81,310.13,31.01,110,0,-0.01,0.05,1181.5953
994,3.82,291.19,31.01,112,0,0.01,0,1112.3458
995,3.8,322.16,31.01,116,0,-0.02,0,1224.208
996,3.8,317.17,31,120,0,0,-0.01,1205.246
997,3.82,303.43,31.03,118,0,0.02,0.03,1159.1026
998,3.81,298.59,30.99,116,0,-0.01,-0.04,1137.6279
999,3.81,273.64,30.91,118,0,0,-0.08,1042.5684
1000,3.81,175.53,30.88,116,0,0,-0.03,668.7693
1001,3.8,95.76,30.93,115,0,-0.01,0.05,363.888
1002,3.79,20.16,30.92,116,0,-0.01,-0.01,76.4064
1003,3.8,-42.13,30.94,115,0,0.01,0.02,-160.094
1004,3.79,-122.95,30.97,114,0,-0.01,0.03,-465.9805
1005,3.8,-175.77,31.01,111,0,0.01,0.04,-667.926
1006,3.8,-204.97,30.97,109,0,0,-0.04,-778.886
1007,3.81,-248.52,30.94,110,0,0.01,-0.03,-946.8612
1008,3.8,-296.29,30.95,111,0,-0.01,0.01,-1125.902
1009,3.78,-309.14,30.93,113,0,-0.02,-0.02,-1168.5492
1010,3.8,-325.24,30.93,115,0,0.02,0,-1235.912
1011,3.81,-323.86,30.94,114,0,0.01,0.01,-1233.9066
1012,3.8,-355.58,30.89,112,0,-0.01,-0.05,-1351.204
1013,3.8,-363.01,30.89,111,0,0,0,-1379.438
1014,3.8,-366.84,31,114,0,0,0.11,-1393.992
1015,3.79,-393.86,30.95,115,0,-0.01,-0.05,-1492.7294
1016,3.8,-398.93,30.92,114,0,0.01,-0.03,-1515.934
1017,3.8,-393.23,30.88,115,0,0,-0.04,-1494.274
1018,3.8,-395.95,30.89,114,0,0,0.01,-1504.61
1019,3.8,-391.85,30.86,111,0,0,-0.03,-1489.03
1020,3.8,-403.89,30.85,108,0,0,-0.01,-1534.782
1021,3.81,-400.54,30.84,105,0,0.01,-0.01,-1526.0574
1022,3.81,-409.6,30.8,106,0,0,-0.04,-1560.576
1023,3.81,-422.04,30.78,110,0,0,-0.02,-1607.9724
1024,3.81,-406.1,30.77,107,0,0,-0.01,-1547.241
1025,3.82,-379.38,30.83,108,0,0.01,0.06,-1449.2316
1026,3.82,-370.39,30.86,111,0,0,0.03,-1414.8898
1027,3.81,-388.96,30.91,104,0,-0.01,0.05,-1481.9376
1028,3.81,-381.38,30.89,103,0,0,-0.02,-1453.0578
1029,3.82,-358.86,30.93,99,0,0.01,0.04,-1370.8452
1030,3.83,-355.14,30.88,101,0,0.01,-0.05,-1360.1862
1031,3.83,-360.72,30.89,105,0,0,0.01,-1381.5576
1032,3.83,-350.71,30.94,106,0,0,0.05,-1343.2193
1033,3.83,-354.1,30.93,103,0,0,-0.01,-1356.203
1034,3.83,-352.14,30.91,105,0,0,-0.02,-1348.6962
1035,3.83,-358.39,30.9,109,0,0,-0.01,-1372.6337
1036,3.82,-349.37,30.82,107,0,-0.01,-0.08,-1334.5934
1037,3.84,-359.55,30.84,100,0,0.02,0.02,-1380.672
1038,3.83,-372.02,30.84,101,0,-0.01,0,-1424.8366
1039,3.83,-373.07,30.85,108,0,0,0.01,-1428.8581
1040,3.83,-378.43,30.82,101,0,0,-0.03,-1449.3869
1041,3.84,-357.73,30.85,98,0,0.01,0.03,-1373.6832
1042,3.84,-390.35,30.81,96,0,0,-0.04,-1498.944
1043,3.85,-381.58,30.78,95,0,0.01,-0.03,-1469.083
1044,3.85,-387.72,30.76,95,0,0,-0.02,-1492.722
1045,3.84,-362.98,30.77,97,0,-0.01,0.01,-1393.8432
1046,3.83,-384.11,30.67,92,0,-0.01,-0.1,-1471.1413
1047,3.82,-389.31,30.72,92,0,-0.01,0.05,-1487.1642
1048,3.83,-388.26,30.74,94,0,0.01,0.02,-1487.0358
1049,3.85,-397.36,30.8,95,0,0.02,0.06,-1529.836
1050,3.85,-402.77,30.86,94,0,0,0.06,-1550.6645
1051,3.83,-396.82,30.91,93,0,-0.02,0.05,-1519.8206
1052,3.83,-388.34,30.9,96,0,0,-0.01,-1487.3422
1053,3.84,-395.41,30.89,94,0,0.01,-0.01,-1518.3744
1054,3.84,-390.67,30.82,90,0,0,-0.07,-1500.1728
1055,3.84,-360.32,30.82,91,0,0,0,-1383.6288
1056,3.84,-399.03,30.79,94,0,0,-0.03,-1532.2752
1057,3.85,-395.24,30.79,97,0,0.01,0,-1521.674
1058,3.87,-363.06,30.72,98,0,0.02,-0.07,-1405.0422
1059,3.88,-355.08,30.72,99,0,0.01,0,-1377.7104
1060,3.89,-372.72,30.75,98,0,0.01,0.03,-1449.8808
1061,3.88,-365.62,30.74,97,0,-0.01,-0.01,-1418.6056
1062,3.89,-376.26,30.78,96,0,0.01,0.04,-1463.6514
1063,3.89,-392.35,30.82,97,0,0,0.04,-1526.2415
1064,3.89,-379.4,30.82,94,0,0,0,-1475.866
1065,3.89,-363.21,30.82,90,0,0,0,-1412.8869
1066,3.89,-378,30.85,95,0,0,0.03,-1470.42
1067,3.88,-392.56,30.84,94,0,-0.01,-0.01,-1523.1328
1068,3.88,-394.7,30.84,92,0,0,0,-1531.436
1069,3.89,-409.02,30.86,94,0,0.01,0.02,-1591.0878
1070,3.89,-415.99,30.86,99,0,0,0,-1618.2011
1071,3.9,-412.85,30.84,97,0,0.01,-0.02,-1610.115
1072,3.9,-389.45,30.85,100,0,0,0.01,-1518.855
1073,3.91,-381.52,30.88,101,0,0.01,0.03,-1491.7432
1074,3.9,-380.46,30.88,96,0,-0.01,0,-1483.794
1075,3.91,-360.79,30.87,93,0,0.01,-0.01,-1410.6889
1076,3.94,-363.85,30.84,97,0,0.03,-0.03,-1433.569
1077,3.93,-396.22,30.85,93,0,-0.01,0.01,-1557.1446
1078,3.95,-419.13,30.77,96,0,0.02,-0.08,-1655.5635
1079,3.95,-418.46,30.78,95,0,0,0.01,-1652.917
1080,3.95,-419.82,30.82,95,0,0,0.04,-1658.289
1081,3.95,-401.03,30.78,101,0,0,-0.04,-1584.0685
1082,3.96,-384.49,30.75,96,0,0.01,-0.03,-1522.5804
1083,3.95,-365.07,30.73,95,0,-0.01,-0.02,-1442.0265
1084,3.97,-328.44,30.67,98,0,0.02,-0.06,-1303.9068
1085,3.96,-329.22,30.67,95,0,-0.01,0,-1303.7112
1086,3.97,-331.47,30.64,97,0,0.01,-0.03,-1315.9359
1087,3.98,-361.74,30.62,94,0,0.01,-0.02,-1439.7252
1088,3.98,-363.41,30.61,86,0,0,-0.01,-1446.3718
1089,3.98,-362.68,30.63,89,0,0,0.02,-1443.4664
1090,3.98,-346.6,30.65,86,0,0,0.02,-1379.468
1091,3.98,-339.44,30.66,89,0,0,0.01,-1350.9712
1092,3.99,-364.68,30.66,93,0,0.01,0,-1455.0732
1093,3.99,-376.84,30.69,95,0,0,0.03,-1503.5916
1094,4,-382.86,30.67,93,0,0.01,-0.02,-1531.44
1095,4,-401.5,30.65,90,0,0,-0.02,-1606
1096,3.99,-408.09,30.67,91,0,-0.01,0.02,-1628.2791
1097,4,-409,30.72,90,0,0.01,0.05,-1636
1098,4.01,-403.64,30.73,85,0,0.01,0.01,-1618.5964
1099,4.01,-393.88,30.72,87,0,0,-0.01,-1579.4588
1100,4.02,-306.02,30.75,84,0,0.01,0.03,-1230.2004
1101,4.03,-196.48,30.7,88,0,0.01,-0.05,-791.8144
1102,4.04,-128.81,30.67,92,0,0.01,-0.03,-520.3924
1103,4.06,-75.39,30.67,94,0,0.02,0,-306.0834
1104,4.07,-23.58,30.69,95,0,0.01,0.02,-95.9706
1105,4.07,10.91,30.66,92,0,0,-0.03,44.4037
1106,4.09,49.3,30.65,90,0,0.02,-0.01,201.637
1107,4.08,65.79,30.64,92,0,-0.01,-0.01,268.4232
1108,4.09,86.78,30.64,89,0,0.01,0,354.9302
1109,4.09,134.94,30.62,90,0,0,-0.02,551.9046
1110,4.08,173.51,30.55,91,0,-0.01,-0.07,707.9208
1111,4.08,188.19,30.52,90,0,0,-0.03,767.8152
1112,4.09,181.82,30.54,89,0,0.01,0.02,743.6438
1113,4.08,196.95,30.47,87,0,-0.01,-0.07,803.556
1114,4.09,222.77,30.47,86,0,0.01,0,911.1293
1115,4.07,233.95,30.49,87,0,-0.02,0.02,952.1765
1116,4.08,267.86,30.54,87,0,0.01,0.05,1092.8688
1117,4.07,252.98,30.47,87,0,-0.01,-0.07,1029.6286
1118,4.06,277.29,30.44,87,0,-0.01,-0.03,1125.7974
1119,4.06,245.2,30.5,86,0,0,0.06,995.512
1120,4.05,254.42,30.54,84,0,-0.01,0.04,1030.401
1121,4.04,240.29,30.56,86,0,-0.01,0.02,970.7716
1122,4.05,248.67,30.54,88,0,0.01,-0.02,1007.1135
1123,4.04,263.7,30.58,88,0,-0.01,0.04,1065.348
1124,4.04,274.96,30.53,89,0,0,-0.05,1110.8384
1125,4.03,273.65,30.51,89,0,-0.01,-0.02,1102.8095
1126,4.04,247.59,30.52,88,0,0.01,0.01,1000.2636
1127,4.02,265.21,30.48,87,0,-0.02,-0.04,1066.1442
1128,4.03,281.05,30.49,85,0,0.01,0.01,1132.6315
1129,4.02,290.13,30.47,84,0,-0.01,-0.02,1166.3226
1130,4.03,294.46,30.44,80,0,0.01,-0.03,1186.6738
1131,4.03,279.59,30.44,80,0,0,0,1126.7477
1132,4.03,252,30.39,80,0,0,-0.05,1015.56
1133,4.03,241.54,30.41,80,0,0,0.02,973.4062
1134,4.01,259.82,30.39,80,0,-0.02,-0.02,1041.8782
1135,4.01,248.46,30.33,85,0,0,-0.06,996.3246
1136,4.03,289.42,30.33,83,0,0.02,0,1166.3626
1137,4.04,314.51,30.31,83,0,0.01,-0.02,1270.6204
1138,4.02,305.83,30.31,87,0,-0.02,0,1229.4366
1139,4.02,299.4,30.29,88,0,0,-0.02,1203.588
1140,4.02,307.1,30.31,87,0,0,0.02,1234.542
1141,4.02,304.08,30.3,87,0,0,-0.01,1222.4016
1142,4.02,292.27,30.35,90,0,0,0.05,1174.9254
1143,4,322.89,30.36,91,0,-0.02,0.01,1291.56
1144,4.01,295.87,30.3,91,0,0.01,-0.06,1186.4387
1145,4.01,293.25,30.22,96,0,0,-0.08,1175.9325
1146,4.01,312.87,30.25,96,0,0,0.03,1254.6087
1147,4.01,336.12,30.2,88,0,0,-0.05,1347.8412
1148,4,305.87,30.28,91,0,-0.01,0.08,1223.48
1149,4.01,305.28,30.3,93,0,0.01,0.02,1224.1728
1150,4.01,270.71,30.27,90,0,0,-0.03,1085.5471
1151,4,281.53,30.32,90,0,-0.01,0.05,1126.12
1152,4,264.93,30.33,95,0,0,0.01,1059.72
1153,3.99,314.45,30.29,94,0,-0.01,-0.04,1254.6555
1154,4,300.25,30.24,100,0,0.01,-0.05,1201
1155,3.99,295.29,30.32,102,0,-0.01,0.08,1178.2071
1156,4,294.59,30.38,100,0,0.01,0.06,1178.36
1157,4,256.41,30.38,103,0,0,0,1025.64
1158,3.98,244.85,30.39,102,0,-0.02,0.01,974.503
1159,3.98,250.01,30.44,104,0,0,0.05,995.0398
1160,3.97,242.02,30.39,104,0,-0.01,-0.05,960.8194
1161,3.96,212.96,30.36,105,0,-0.01,-0.03,843.3216
1162,3.96,210.89,30.4,111,0,0,0.04,835.1244
1163,3.97,226.29,30.37,103,0,0.01,-0.03,898.3713
1164,3.96,255.39,30.38,104,0,-0.01,0.01,1011.3444
1165,3.96,224.39,30.4,103,0,0,0.02,888.5844
1166,3.95,221.89,30.42,102,0,-0.01,0.02,876.4655
1167,3.95,232.47,30.37,101,0,0,-0.05,918.2565
1168,3.95,238.39,30.4,102,0,0,0.03,941.6405
1169,3.95,231.76,30.38,94,0,0,-0.02,915.452
1170,3.94,208.46,30.38,94,0,-0.01,0,821.3324
1171,3.93,226.15,30.45,94,0,-0.01,0.07,888.7695
1172,3.94,267.08,30.46,93,0,0.01,0.01,1052.2952
1173,3.94,265.01,30.43,95,0,0,-0.03,1044.1394
1174,3.95,274.68,30.42,96,0,0.01,-0.01,1084.986
1175,3.92,309.31,30.45,91,0,-0.03,0.03,1212.4952
1176,3.93,303.6,30.49,94,0,0.01,0.04,1193.148
1177,3.93,296.44,30.46,92,0,0,-0.03,1165.0092
1178,3.92,306.69,30.45,93,0,-0.01,-0.01,1202.2248
1179,3.92,286.86,30.43,88,0,0,-0.02,1124.4912
1180,3.91,310.14,30.43,90,0,-0.01,0,1212.6474
1181,3.93,303.77,30.41,99,0,0.02,-0.02,1193.8161
1182,3.93,297.83,30.37,99,0,0,-0.04,1170.4719
1183,3.91,306.03,30.33,99,0,-0.02,-0.04,1196.5773
1184,3.9,315.8,30.26,95,0,-0.01,-0.07,1231.62
1185,3.89,324.67,30.26,90,0,-0.01,0,1262.9663
1186,3.9,329.14,30.27,91,0,0.01,0.01,1283.646
1187,3.89,334.37,30.27,92,0,-0.01,0,1300.6993
1188,3.88,306.24,30.19,94,0,-0.01,-0.08,1188.2112
1189,3.88,307.69,30.16,100,0,0,-0.03,1193.8372
1190,3.87,324.12,30.17,99,0,-0.01,0.01,1254.3444
1191,3.87,331.72,30.19,98,0,0,0.02,1283.7564
1192,3.86,319.77,30.12,97,0,-0.01,-0.07,1234.3122
1193,3.85,288.29,30.03,96,0,-0.01,-0.09,1109.9165
1194,3.85,285.98,30.03,95,0,0,0,1101.023
1195,3.84,301.59,30.06,99,0,-0.01,0.03,1158.1056
1196,3.83,310.78,30.18,100,0,-0.01,0.12,1190.2874
1197,3.82,301.85,30.18,97,0,-0.01,0,1153.067
1198,3.8,283.79,30.15,98,0,-0.02,-0.03,1078.402
1199,3.8,279.11,30.13,101,0,0,-0.02,1060.618
1200,3.78,189.01,30.1,100,0,-0.02,-0.03,714.4578
1201,3.78,111.52,30.13,100,0,0,0.03,421.5456
1202,3.77,61.17,30.11,100,0,-0.01,-0.02,230.6109
1203,3.77,-27.22,30.12,97,0,0,0.01,-102.6194
1204,3.75,-88.4,30.16,93,0,-0.02,0.04,-331.5
1205,3.75,-127.04,30.16,99,0,0,0,-476.4
1206,3.75,-187.99,30.23,98,0,0,0.07,-704.9625
1207,3.74,-207.85,30.35,97,0,-0.01,0.12,-777.359
1208,3.75,-238.27,30.43,90,0,0.01,0.08,-893.5125
1209,3.73,-256.37,30.54,90,0,-0.02,0.11,-956.2601
1210,3.73,-279.18,30.51,91,0,0,-0.03,-1041.3414
1211,3.71,-285.96,30.48,91,0,-0.02,-0.03,-1060.9116
1212,3.73,-297.96,30.45,90,0,0.02,-0.03,-1111.3908
1213,3.72,-319.08,30.45,90,0,-0.01,0,-1186.9776
1214,3.71,-318.42,30.46,92,0,-0.01,0.01,-1181.3382
1215,3.71,-343.2,30.39,97,0,0,-0.07,-1273.272
1216,3.72,-369.08,30.33,102,0,0.01,-0.06,-1372.9776
1217,3.73,-381.86,30.45,99,0,0.01,0.12,-1424.3378
1218,3.72,-382.91,30.41,104,0,-0.01,-0.04,-1424.4252
1219,3.71,-394.21,30.4,102,0,-0.01,-0.01,-1462.5191
1220,3.7,-378.64,30.35,102,0,-0.01,-0.05,-1400.968
1221,3.7,-398.91,30.32,100,0,0,-0.03,-1475.967
1222,3.7,-380.16,30.34,106,0,0,0.02,-1406.592
1223,3.7,-386.6,30.25,110,0,0,-0.09,-1430.42
1224,3.71,-392.27,30.19,108,0,0.01,-0.06,-1455.3217
1225,3.7,-404.93,30.18,111,0,-0.01,-0.01,-1498.241
1226,3.71,-412.56,30.23,115,0,0.01,0.05,-1530.5976
1227,3.72,-402.55,30.23,108,0,0.01,0,-1497.486
1228,3.7,-405.24,30.23,104,0,-0.02,0,-1499.388
1229,3.72,-415.38,30.25,104,0,0.02,0.02,-1545.2136
1230,3.72,-408.97,30.18,101,0,0,-0.07,-1521.3684
1231,3.73,-418.73,30.23,102,0,0.01,0.05,-1561.8629
1232,3.74,-439.92,30.23,103,0,0.01,0,-1645.3008
1233,3.75,-437.12,30.28,105,0,0.01,0.05,-1639.2
1234,3.76,-446.13,30.27,103,0,0.01,-0.01,-1677.4488
1235,3.77,-433.74,30.32,98,0,0.01,0.05,-1635.1998
1236,3.79,-417.62,30.31,98,0,0.02,-0.01,-1582.7798
1237,3.8,-444.94,30.33,100,0,0.01,0.02,-1690.772
1238,3.79,-450.13,30.28,99,0,-0.01,-0.05,-1705.9927
1239,3.8,-455.47,30.25,101,0,0.01,-0.03,-1730.786
1240,3.8,-435.85,30.32,98,0,0,0.07,-1656.23
1241,3.8,-406.26,30.33,94,0,0,0.01,-1543.788
1242,3.81,-394.92,30.3,95,0,0.01,-0.03,-1504.6452
1243,3.82,-389.06,30.33,89,0,0.01,0.03,-1486.2092
1244,3.82,-415.67,30.34,89,0,0,0.01,-1587.8594
1245,3.82,-387.68,30.43,91,0,0,0.09,-1480.9376
1246,3.82,-371.05,30.45,93,0,0,0.02,-1417.411
1247,3.82,-357.32,30.48,93,0,0,0.03,-1364.9624
1248,3.81,-362.41,30.42,97,0,-0.01,-0.06,-1380.7821
1249,3.81,-383.29,30.42,99,0,0,0,-1460.3349
1250,3.8,-400.02,30.46,99,0,-0.01,0.04,-1520.076
1251,3.81,-408.37,30.55,99,0,0.01,0.09,-1555.8897
1252,3.82,-397.04,30.55,104,0,0.01,0,-1516.6928
1253,3.82,-392.99,30.59,100,0,0,0.04,-1501.2218
1254,3.82,-412.33,30.56,94,0,0,-0.03,-1575.1006
1255,3.83,-428.29,30.51,94,0,0.01,-0.05,-1640.3507
1256,3.83,-427.61,30.53,96,0,0,0.02,-1637.7463
1257,3.84,-401.25,30.62,95,0,0.01,0.09,-1540.8
1258,3.86,-408.12,30.53,95,0,0.02,-0.09,-1575.3432
1259,3.87,-401.34,30.52,98,0,0.01,-0.01,-1553.1858
1260,3.89,-391.13,30.59,106,0,0.02,0.07,-1521.4957
1261,3.89,-381.45,30.58,113,0,0,-0.01,-1483.8405
1262,3.9,-386.51,30.53,110,0,0.01,-0.05,-1507.389
1263,3.91,-396.5,30.54,112,0,0.01,0.01,-1550.315
1264,3.9,-383.97,30.57,115,0,-0.01,0.03,-1497.483
1265,3.92,-386.87,30.62,116,0,0.02,0.05,-1516.5304
1266,3.91,-410.72,30.59,116,0,-0.01,-0.03,-1605.9152
1267,3.92,-395.98,30.62,116,0,0.01,0.03,-1552.2416
1268,3.92,-408.47,30.65,115,0,0,0.03,-1601.2024
1269,3.92,-404.88,30.66,113,0,0,0.01,-1587.1296
1270,3.93,-404.92,30.67,111,0,0.01,0.01,-1591.3356
1271,3.92,-401.51,30.76,109,0,-0.01,0.09,-1573.9192
1272,3.92,-398.38,30.73,110,0,0,-0.03,-1561.6496
1273,3.92,-405.35,30.76,107,0,0,0.03,-1588.972
1274,3.93,-426.48,30.75,105,0,0.01,-0.01,-1676.0664
1275,3.95,-398.13,30.72,101,0,0.02,-0.03,-1572.6135
1276,3.95,-388.52,30.68,103,0,0,-0.04,-1534.654
1277,3.96,-402.37,30.69,106,0,0.01,0.01,-1593.3852
1278,3.95,-405.1,30.74,113,0,-0.01,0.05,-1600.145
1279,3.97,-423.36,30.71,110,0,0.02,-0.03,-1680.7392
1280,3.97,-437.85,30.72,108,0,0,0.01,-1738.2645
1281,3.97,-432.56,30.73,104,0,0,0.01,-1717.2632
1282,3.96,-424.39,30.68,98,0,-0.01,-0.05,-1680.5844
1283,3.97,-415.75,30.67,100,0,0.01,-0.01,-1650.5275
1284,3.97,-416.31,30.76,97,0,0,0.09,-1652.7507
1285,3.98,-411.78,30.69,103,0,0.01,-0.07,-1638.8844
1286,3.99,-424.73,30.74,104,0,0.01,0.05,-1694.6727
1287,4.01,-434.12,30.71,107,0,0.02,-0.03,-1740.8212
1288,4,-448.13,30.7,106,0,-0.01,-0.01,-1792.52
1289,4,-463.18,30.79,111,0,0,0.09,-1852.72
1290,4.01,-463.63,30.88,106,0,0.01,0.09,-1859.1563
1291,4.01,-458.11,30.84,101,0,0,-0.04,-1837.0211
1292,4.03,-459.67,30.82,92,0,0.02,-0.02,-1852.4701
1293,4.03,-417.7,30.85,91,0,0,0.03,-1683.331
1294,4.03,-423.24,30.83,95,0,0,-0.02,-1705.6572
1295,4.03,-408.35,30.8,95,0,0,-0.03,-1645.6505
1296,4.04,-435.46,30.88,92,0,0.01,0.08,-1759.2584
1297,4.04,-417.8,30.9,94,0,0,0.02,-1687.912
1298,4.04,-422.31,30.9,91,0,0,0,-1706.1324
1299,4.04,-442.87,30.96,87,0,0,0.06,-1789.1948
1300,4.04,-326.55,30.97,84,0,0,0.01,-1319.262
1301,4.05,-218.57,30.95,84,0,0.01,-0.02,-885.2085
1302,4.07,-118.77,30.94,85,0,0.02,-0.01,-483.3939
1303,4.07,-67.81,30.93,82,0,0,-0.01,-275.9867
1304,4.07,-13.69,30.89,83,0,0,-0.04,-55.7183
1305,4.06,52.31,30.9,83,0,-0.01,0.01,212.3786
1306,4.06,107.58,30.92,80,0,0,0.02,436.7748
1307,4.07,120.05,30.91,85,0,0.01,-0.01,488.6035
1308,4.08,172.04,30.88,82,0,0.01,-0.03,701.9232
1309,4.08,175.87,30.88,80,0,0,0,717.5496
1310,4.08,206.26,30.85,80,0,0,-0.03,841.5408
1311,4.07,251.08,30.82,83,0,-0.01,-0.03,1021.8956
1312,4.09,257.69,30.85,80,0,0.02,0.03,1053.9521
1313,4.11,269.94,30.89,80,0,0.02,0.04,1109.4534
1314,4.11,279.84,30.83,80,0,0,-0.06,1150.1424
1315,4.11,286.07,30.89,80,0,0,0.06,1175.7477
1316,4.1,290.17,30.9,80,0,-0.01,0.01,1189.697
1317,4.1,268.26,30.9,80,0,0,0,1099.866
1318,4.1,316.3,30.91,80,0,0,0.01,1296.83
1319,4.1,290.78,30.92,80,0,0,0.01,1192.198
1320,4.09,293.31,30.91,80,0,-0.01,-0.01,1199.6379
1321,4.08,305.46,30.83,80,0,-0.01,-0.08,1246.2768
1322,4.06,325.16,30.89,80,0,-0.02,0.06,1320.1496
1323,4.06,337.95,30.95,85,0,0,0.06,1372.077
1324,4.04,324.62,30.94,83,0,-0.02,-0.01,1311.4648
1325,4.05,318.47,30.93,87,0,0.01,-0.01,1289.8035
1326,4.06,324.74,30.92,83,0,0.01,-0.01,1318.4444
1327,4.05,323.32,30.94,87,0,-0.01,0.02,1309.446
1328,4.07,305.82,30.94,91,0,0.02,0,1244.6874
1329,4.05,288.21,30.9,94,0,-0.02,-0.04,1167.2505
1330,4.04,278.33,30.87,95,0,-0.01,-0.03,1124.4532
1331,4.03,294.6,30.89,99,0,-0.01,0.02,1187.238
1332,4.05,304.21,30.89,97,0,0.02,0,1232.0505
1333,4.03,328.43,30.9,95,0,-0.02,0.01,1323.5729
1334,4.04,329.03,30.89,96,0,0.01,-0.01,1329.2812
1335,4.05,315.18,30.87,98,0,0.01,-0.02,1276.479
1336,4.03,302.42,30.86,95,0,-0.02,-0.01,1218.7526
1337,4.02,285.13,30.87,94,0,-0.01,0.01,1146.2226
1338,4.03,278.49,30.87,98,0,0.01,0,1122.3147
1339,4.01,283.47,30.9,95,0,-0.02,0.03,1136.7147
1340,4.01,258.12,30.9,98,0,0,0,1035.0612
1341,4.01,269.96,30.86,96,0,0,-0.04,1082.5396
1342,4.02,254.81,30.88,91,0,0.01,0.02,1024.3362
1343,4.01,226.82,30.88,92,0,-0.01,0,909.5482
1344,4.01,240.74,30.87,91,0,0,-0.01,965.3674
1345,4.01,226.26,30.88,90,0,0,0.01,907.3026
1346,4.03,235.48,30.83,87,0,0.02,-0.05,948.9844
1347,4.03,259.19,30.86,81,0,0,0.03,1044.5357
1348,4.03,247.04,30.8,82,0,0,-0.06,995.5712
1349,4.03,268.67,30.81,80,0,0,0.01,1082.7401
1350,4.03,297.17,30.83,80,0,0,0.02,1197.5951
1351,4.03,301.28,30.88,80,0,0,0.05,1214.1584
1352,4.03,290.42,30.83,85,0,0,-0.05,1170.3926
1353,4.04,313.95,30.78,89,0,0.01,-0.05,1268.358
1354,4.03,332.38,30.8,97,0,-0.01,0.02,1339.4914
1355,4,342.49,30.79,97,0,-0.03,-0.01,1369.96
1356,4.01,307.84,30.78,100,0,0.01,-0.01,1234.4384
1357,4,275.34,30.81,101,0,-0.01,0.03,1101.36
1358,4,285.15,30.83,103,0,0,0.02,1140.6
1359,3.99,284.89,30.81,100,0,-0.01,-0.02,1136.7111
1360,3.96,297.83,30.75,105,0,-0.03,-0.06,1179.4068
1361,3.96,296.08,30.75,108,0,0,0,1172.4768
1362,3.95,287.91,30.72,108,0,-0.01,-0.03,1137.2445
1363,3.95,317.7,30.75,112,0,0,0.03,1254.915
1364,3.96,324.63,30.77,112,0,0.01,0.02,1285.5348
1365,3.97,318,30.78,116,0,0.01,0.01,1262.46
1366,3.97,300.47,30.81,118,0,0,0.03,1192.8659
1367,3.98,273.74,30.82,121,0,0.01,0.01,1089.4852
1368,3.97,252.49,30.8,121,0,-0.01,-0.02,1002.3853
1369,3.96,247.19,30.79,117,0,-0.01,-0.01,978.8724
1370,3.96,274.42,30.81,120,0,0,0.02,1086.7032
1371,3.95,246.71,30.87,118,0,-0.01,0.06,974.5045
1372,3.94,253.69,30.88,114,0,-0.01,0.01,999.5386
1373,3.93,257.89,30.92,115,0,-0.01,0.04,1013.5077
1374,3.93,253.22,30.96,110,0,0,0.04,995.1546
1375,3.92,244.23,30.99,113,0,-0.01,0.03,957.3816
1376,3.92,254.75,30.99,115,0,0,0,998.62
1377,3.93,309.34,30.93,114,0,0.01,-0.06,1215.7062
1378,3.93,266.14,30.89,108,0,0,-0.04,1045.9302
1379,3.92,268.25,30.91,112,0,-0.01,0.02,1051.54
1380,3.92,271.12,30.88,110,0,0,-0.03,1062.7904
1381,3.91,244.32,30.85,109,0,-0.01,-0.03,955.2912
1382,3.9,240.76,30.84,104,0,-0.01,-0.01,938.964
1383,3.89,249.7,30.8,102,0,-0.01,-0.04,971.333
1384,3.87,260.28,30.83,107,0,-0.02,0.03,1007.2836
1385,3.87,278.24,30.8,108,0,0,-0.03,1076.7888
1386,3.88,289.24,30.82,106,0,0.01,0.02,1122.2512
1387,3.87,289.14,30.85,104,0,-0.01,0.03,1118.9718
1388,3.87,294,30.77,104,0,0,-0.08,1137.78
1389,3.86,262,30.73,104,0,-0.01,-0.04,1011.32
1390,3.85,287.46,30.78,108,0,-0.01,0.05,1106.721
1391,3.85,319.19,30.78,105,0,0,0,1228.8815
1392,3.85,298.36,30.78,101,0,0,0,1148.686
1393,3.85,320.06,30.76,99,0,0,-0.02,1232.231
1394,3.84,302.06,30.79,99,0,-0.01,0.03,1159.9104
1395,3.84,279.25,30.83,103,0,0,0.04,1072.32
1396,3.83,283.83,30.82,106,0,-0.01,-0.01,1087.0689
1397,3.83,268.89,30.81,106,0,0,-0.01,1029.8487
1398,3.83,283.88,30.84,107,0,0,0.03,1087.2604
1399,3.84,268.03,30.76,108,0,0.01,-0.08,1029.2352
1400,3.83,168.92,30.77,111,0,-0.01,0.01,646.9636
1401,3.83,101.85,30.78,104,0,0,0.01,390.0855
1402,3.82,16.94,30.79,102,0,-0.01,0.01,64.7108
1403,3.83,-58.81,30.8,100,0,0.01,0.01,-225.2423
1404,3.82,-97.27,30.81,102,0,-0.01,0.01,-371.5714
